Tarih,Kategori,Ürün,BirimFiyat,Adet,Kanal,Şehir,Tutar
2025-05-31,Tatlı,Tiramisu,125.49,1,Mağaza,İzmir,125.49
2025-07-03,İçecek,Limonata,30.34,3,Mağaza,İstanbul,91.02
2025-01-26,İçecek,Kahve,46.23,1,Mağaza,İstanbul,46.23
2024-12-01,Yemek,Pizza,199.35,2,Mağaza,İstanbul,398.7
2025-02-01,İçecek,Limonata,34.8,3,Mağaza,İstanbul,104.4
2025-05-31,Tatlı,Tiramisu,93.6,2,Mağaza,İzmir,187.2
2025-01-24,Atıştırmalık,Sandviç,64.6,5,Mağaza,İstanbul,323.0
2025-03-25,Tatlı,Dondurma,56.83,2,Online,İstanbul,113.66
2025-05-17,Atıştırmalık,Muffin,43.31,4,Mağaza,İstanbul,173.24
2025-04-22,Yemek,Burger,157.29,4,Online,İzmir,629.16
2025-04-28,Atıştırmalık,Muffin,43.12,4,Mağaza,İzmir,172.48
2025-05-24,İçecek,Kahve,49.4,1,Mağaza,İstanbul,49.4
2025-06-19,Tatlı,Dondurma,57.33,4,Mağaza,İzmir,229.32
2025-01-22,Atıştırmalık,Muffin,42.63,4,Mağaza,İstanbul,170.52
2025-04-16,Tatlı,Cheesecake,108.73,4,Mağaza,İzmir,434.92
2025-06-20,Yemek,Burger,133.7,4,Mağaza,İzmir,534.8
2025-05-29,Yemek,Salata,111.38,6,Mağaza,Antalya,668.28
2025-01-26,İçecek,Limonata,35.49,1,Mağaza,İstanbul,35.49
2025-03-27,Yemek,Burger,126.86,4,Mağaza,İstanbul,507.44
2025-05-03,Atıştırmalık,Tost,51.59,5,Mağaza,İstanbul,257.95
2025-05-18,Yemek,Burger,158.72,6,Online,İstanbul,952.32
2025-01-04,İçecek,Limonata,39.47,2,Online,İstanbul,78.94
2025-02-01,Tatlı,Dondurma,53.93,2,Mağaza,İstanbul,107.86
2025-08-01,Tatlı,Dondurma,58.34,5,Online,İstanbul,291.7
2024-12-25,Yemek,Burger,153.9,6,Online,Bursa,923.4
2025-02-28,Atıştırmalık,Muffin,39.84,3,Mağaza,İstanbul,119.52
2025-02-13,İçecek,Soğuk Kahve,53.26,3,Mağaza,Antalya,159.78
2025-01-07,Atıştırmalık,Kurabiye,32.2,6,Online,İzmir,193.2
2025-04-09,İçecek,Soğuk Kahve,61.55,3,Mağaza,Bursa,184.65
2025-04-14,Yemek,Burger,157.9,4,Mağaza,Bursa,631.6
2025-06-28,İçecek,Limonata,33.73,2,Mağaza,İzmir,67.46
2025-07-07,İçecek,Kahve,40.59,2,Online,İzmir,81.18
2025-05-11,Yemek,Pizza,202.29,1,Online,İstanbul,202.29
2025-03-01,Atıştırmalık,Sandviç,61.44,6,Mağaza,Ankara,368.64
2024-12-17,Yemek,Salata,127.98,4,Online,Antalya,511.92
2025-04-07,İçecek,Çay,17.84,3,Mağaza,İstanbul,53.52
2025-05-20,Yemek,Pizza,174.03,2,Mağaza,İstanbul,348.06
2025-06-05,İçecek,Limonata,34.07,3,Mağaza,İzmir,102.21
2025-03-18,Yemek,Salata,107.72,4,Online,Ankara,430.88
2025-05-28,Tatlı,Dondurma,67.61,1,Mağaza,İzmir,67.61
2025-05-31,Tatlı,Cheesecake,80.83,2,Mağaza,İstanbul,161.66
2025-05-01,Yemek,Makarna,145.36,3,Mağaza,Ankara,436.08
2024-12-25,Atıştırmalık,Sandviç,78.06,1,Mağaza,İstanbul,78.06
2025-06-17,İçecek,Kahve,42.53,3,Mağaza,Bursa,127.59
2025-05-29,Tatlı,Dondurma,63.68,2,Mağaza,İstanbul,127.36
2025-06-16,Atıştırmalık,Muffin,35.18,2,Online,İzmir,70.36
2025-02-26,İçecek,Soğuk Kahve,59.27,3,Mağaza,İstanbul,177.81
2025-05-10,Tatlı,Cheesecake,96.74,6,Mağaza,İstanbul,580.44
2025-05-26,Tatlı,Tiramisu,103.41,4,Mağaza,İstanbul,413.64
2024-12-29,Yemek,Makarna,126.11,1,Mağaza,İstanbul,126.11
2025-02-01,İçecek,Kahve,47.56,2,Mağaza,Ankara,95.12
2025-07-23,Atıştırmalık,Kurabiye,33.65,5,Online,İstanbul,168.25
2025-04-29,Atıştırmalık,Muffin,33.79,1,Mağaza,İstanbul,33.79
2025-05-03,Atıştırmalık,Muffin,38.81,6,Online,İstanbul,232.86
2025-05-05,İçecek,Kahve,41.68,1,Online,Bursa,41.68
2025-03-24,Atıştırmalık,Sandviç,76.33,4,Mağaza,İstanbul,305.32
2025-07-01,Atıştırmalık,Tost,52.26,2,Mağaza,İstanbul,104.52
2025-01-18,Atıştırmalık,Muffin,40.15,6,Mağaza,Ankara,240.9
2025-06-17,Yemek,Burger,126.35,6,Mağaza,Bursa,758.1
2025-02-19,Yemek,Salata,123.47,1,Mağaza,Bursa,123.47
2025-02-22,İçecek,Limonata,38.52,3,Mağaza,Bursa,115.56
2025-03-15,İçecek,Soğuk Kahve,59.21,1,Mağaza,İstanbul,59.21
2025-05-26,Atıştırmalık,Kurabiye,32.28,1,Online,İzmir,32.28
2025-04-27,Yemek,Makarna,130.7,3,Mağaza,İzmir,392.1
2025-03-28,Tatlı,Cheesecake,106.14,3,Mağaza,Bursa,318.42
2025-02-24,Tatlı,Dondurma,61.59,3,Mağaza,İstanbul,184.77
2025-07-08,Atıştırmalık,Tost,67.52,4,Mağaza,Bursa,270.08
2025-02-01,Atıştırmalık,Sandviç,70.98,3,Mağaza,İstanbul,212.94
2025-06-07,Yemek,Pizza,180.32,6,Online,Ankara,1081.92
2025-03-14,Yemek,Makarna,119.17,1,Online,İstanbul,119.17
2025-01-18,Yemek,Makarna,131.75,6,Mağaza,İstanbul,790.5
2025-02-09,İçecek,Çay,17.84,2,Mağaza,Ankara,35.68
2024-12-01,İçecek,Kahve,49.99,3,Mağaza,İstanbul,149.97
2025-07-12,Atıştırmalık,Sandviç,73.69,6,Mağaza,İzmir,442.14
2025-04-20,İçecek,Soğuk Kahve,63.14,3,Online,Ankara,189.42
2025-07-10,Yemek,Salata,105.32,2,Online,İzmir,210.64
2025-07-03,Yemek,Makarna,119.89,6,Mağaza,İstanbul,719.34
2025-05-28,İçecek,Çay,22.26,3,Mağaza,Antalya,66.78
2025-04-02,Tatlı,Tiramisu,106.54,3,Mağaza,İzmir,319.62
2025-06-02,Atıştırmalık,Kurabiye,29.7,5,Mağaza,İstanbul,148.5
2025-06-29,Tatlı,Cheesecake,105.28,2,Mağaza,İzmir,210.56
2025-01-31,Atıştırmalık,Muffin,38.25,4,Mağaza,İstanbul,153.0
2025-01-01,Tatlı,Cheesecake,86.26,6,Mağaza,İstanbul,517.56
2025-05-07,İçecek,Soğuk Kahve,61.47,3,Mağaza,Ankara,184.41
2024-12-29,Atıştırmalık,Sandviç,60.15,2,Mağaza,Ankara,120.3
2025-01-18,Atıştırmalık,Sandviç,78.3,5,Mağaza,İstanbul,391.5
2025-05-22,Atıştırmalık,Muffin,32.88,6,Mağaza,İstanbul,197.28
2025-07-09,Yemek,Makarna,136.47,3,Mağaza,Antalya,409.41
2024-12-30,Yemek,Burger,122.01,1,Mağaza,İstanbul,122.01
2025-04-23,Tatlı,Tiramisu,116.81,4,Online,İstanbul,467.24
2025-05-17,İçecek,Çay,17.2,2,Mağaza,Antalya,34.4
2024-12-19,Yemek,Pizza,198.49,6,Online,İstanbul,1190.94
2024-12-18,Atıştırmalık,Muffin,37.61,5,Mağaza,İzmir,188.05
2024-12-01,Yemek,Burger,122.93,3,Mağaza,İstanbul,368.79
2025-02-16,İçecek,Limonata,37.17,3,Mağaza,Ankara,111.51
2025-03-25,Yemek,Makarna,129.58,3,Mağaza,İstanbul,388.74
2025-05-24,Atıştırmalık,Tost,54.44,6,Mağaza,Antalya,326.64
2025-07-30,Tatlı,Cheesecake,81.2,1,Online,İstanbul,81.2
2025-06-12,Atıştırmalık,Kurabiye,29.26,1,Mağaza,Ankara,29.26
2025-07-08,İçecek,Kahve,39.41,3,Mağaza,Antalya,118.23
2025-03-23,Tatlı,Cheesecake,83.43,2,Mağaza,Antalya,166.86
2025-03-24,Yemek,Burger,130.23,3,Mağaza,İstanbul,390.69
2025-07-10,Yemek,Salata,124.7,3,Online,İzmir,374.1
2025-05-15,Yemek,Makarna,131.17,3,Online,İstanbul,393.51
2025-05-28,Tatlı,Cheesecake,82.72,3,Mağaza,Ankara,248.16
2025-02-01,Atıştırmalık,Sandviç,79.84,6,Mağaza,İstanbul,479.04
2025-04-11,Tatlı,Cheesecake,106.03,6,Mağaza,İstanbul,636.18
2025-04-08,Tatlı,Dondurma,55.67,1,Online,İstanbul,55.67
2024-12-08,İçecek,Limonata,31.03,2,Mağaza,Ankara,62.06
2025-05-06,Tatlı,Dondurma,67.96,2,Online,Ankara,135.92
2025-01-24,Yemek,Burger,138.37,4,Mağaza,İstanbul,553.48
2025-03-13,Atıştırmalık,Kurabiye,28.3,2,Online,Ankara,56.6
2025-04-10,Atıştırmalık,Kurabiye,29.91,2,Mağaza,Antalya,59.82
2025-01-01,Atıştırmalık,Kurabiye,32.45,5,Mağaza,İzmir,162.25
2024-12-10,Yemek,Makarna,117.07,5,Mağaza,Ankara,585.35
2025-06-20,Yemek,Burger,151.23,4,Online,Bursa,604.92
2025-06-29,Yemek,Pizza,193.47,3,Online,Ankara,580.41
2025-03-20,Yemek,Pizza,182.12,4,Online,İstanbul,728.48
2025-05-11,Yemek,Pizza,199.76,4,Online,Ankara,799.04
2025-04-03,Tatlı,Cheesecake,84.52,1,Mağaza,İstanbul,84.52
2025-07-13,Yemek,Pizza,185.16,6,Online,İzmir,1110.96
2025-02-25,Yemek,Pizza,177.26,2,Online,Antalya,354.52
2025-01-24,Yemek,Burger,136.74,1,Mağaza,İstanbul,136.74
2025-07-08,Yemek,Makarna,120.35,6,Mağaza,İstanbul,722.1
2025-01-01,Atıştırmalık,Muffin,36.54,2,Mağaza,İstanbul,73.08
2025-05-27,Yemek,Pizza,158.84,4,Mağaza,İstanbul,635.36
2025-04-14,Tatlı,Dondurma,55.53,2,Online,İzmir,111.06
2025-03-03,Tatlı,Tiramisu,102.47,3,Mağaza,Ankara,307.41
2024-12-08,Tatlı,Cheesecake,101.29,3,Mağaza,İstanbul,303.87
2025-02-03,İçecek,Soğuk Kahve,47.55,3,Mağaza,İzmir,142.65
2025-01-26,Atıştırmalık,Muffin,39.72,5,Mağaza,İstanbul,198.6
2025-02-05,Yemek,Salata,109.97,3,Mağaza,Antalya,329.91
2025-07-04,İçecek,Limonata,30.61,3,Online,İstanbul,91.83
2025-07-03,Yemek,Salata,112.83,1,Mağaza,Ankara,112.83
2025-06-05,İçecek,Soğuk Kahve,50.45,2,Online,İstanbul,100.9
2025-02-10,İçecek,Çay,20.31,2,Mağaza,İstanbul,40.62
2025-01-23,Tatlı,Tiramisu,105.29,4,Online,İzmir,421.16
2025-07-27,Tatlı,Dondurma,68.39,4,Mağaza,Ankara,273.56
2025-07-17,İçecek,Çay,22.78,1,Mağaza,Bursa,22.78
2025-02-05,Tatlı,Dondurma,58.99,1,Mağaza,Ankara,58.99
2025-01-20,İçecek,Limonata,38.1,1,Online,Bursa,38.1
2025-03-07,Atıştırmalık,Sandviç,59.78,6,Mağaza,Antalya,358.68
2025-03-02,Tatlı,Dondurma,60.86,3,Mağaza,Ankara,182.58
2025-07-27,Tatlı,Tiramisu,118.03,4,Online,Ankara,472.12
2024-12-08,Tatlı,Dondurma,54.9,5,Mağaza,İzmir,274.5
2025-05-11,Atıştırmalık,Sandviç,60.78,5,Mağaza,İstanbul,303.9
2025-01-04,İçecek,Çay,17.94,2,Mağaza,Bursa,35.88
2025-03-06,Yemek,Burger,137.56,4,Mağaza,Ankara,550.24
2025-02-26,Tatlı,Cheesecake,95.18,2,Mağaza,İzmir,190.36
2025-02-16,İçecek,Soğuk Kahve,53.03,3,Mağaza,İstanbul,159.09
2025-01-01,Atıştırmalık,Tost,58.92,6,Online,İzmir,353.52
2025-03-30,Yemek,Salata,118.93,1,Mağaza,İstanbul,118.93
2025-01-15,Tatlı,Cheesecake,102.68,4,Mağaza,İzmir,410.72
2025-07-23,Atıştırmalık,Sandviç,61.71,5,Mağaza,Ankara,308.55
2025-04-23,Atıştırmalık,Kurabiye,32.42,6,Mağaza,İstanbul,194.52
2025-06-14,Yemek,Burger,147.92,5,Mağaza,Antalya,739.6
2025-08-01,İçecek,Limonata,37.54,2,Online,İzmir,75.08
2025-05-14,Tatlı,Dondurma,64.22,2,Online,Antalya,128.44
2025-05-31,Tatlı,Dondurma,59.47,1,Online,İstanbul,59.47
2025-07-01,İçecek,Kahve,41.1,3,Mağaza,Ankara,123.3
2025-04-21,İçecek,Soğuk Kahve,55.6,2,Online,Ankara,111.2
2025-07-11,İçecek,Çay,22.75,2,Online,İzmir,45.5
2025-01-24,Yemek,Makarna,133.45,2,Mağaza,İstanbul,266.9
2025-05-25,Yemek,Salata,102.4,1,Mağaza,İstanbul,102.4
2025-06-28,Tatlı,Cheesecake,82.45,1,Mağaza,Bursa,82.45
2024-12-07,Yemek,Makarna,149.22,5,Mağaza,İstanbul,746.1
2025-02-12,Atıştırmalık,Muffin,33.12,1,Online,Antalya,33.12
2024-12-07,Tatlı,Dondurma,51.83,3,Mağaza,İstanbul,155.49
2025-05-10,Yemek,Pizza,172.06,5,Mağaza,Antalya,860.3
2025-04-30,İçecek,Limonata,39.93,1,Mağaza,İzmir,39.93
2025-02-23,Atıştırmalık,Kurabiye,28.37,2,Mağaza,İzmir,56.74
2025-04-26,İçecek,Kahve,43.78,2,Mağaza,İstanbul,87.56
2025-03-22,Tatlı,Dondurma,62.41,4,Online,Bursa,249.64
2025-04-04,İçecek,Soğuk Kahve,47.15,2,Mağaza,Ankara,94.3
2025-04-26,Yemek,Burger,156.71,2,Online,İzmir,313.42
2025-01-05,Yemek,Makarna,130.76,1,Mağaza,İstanbul,130.76
2024-12-29,Tatlı,Cheesecake,94.05,5,Mağaza,Ankara,470.25
2025-06-06,İçecek,Kahve,49.87,2,Mağaza,Bursa,99.74
2025-02-20,Tatlı,Dondurma,68.16,3,Online,İstanbul,204.48
2024-12-02,İçecek,Soğuk Kahve,53.74,3,Mağaza,İzmir,161.22
2025-04-08,Atıştırmalık,Kurabiye,27.05,5,Mağaza,İstanbul,135.25
2025-01-16,Yemek,Salata,131.37,6,Mağaza,Bursa,788.22
2025-06-15,Tatlı,Cheesecake,92.24,4,Online,Antalya,368.96
2025-04-27,Atıştırmalık,Kurabiye,33.92,6,Mağaza,İstanbul,203.52
2024-12-11,Atıştırmalık,Sandviç,79.45,1,Mağaza,İstanbul,79.45
2025-07-22,Tatlı,Tiramisu,97.29,1,Mağaza,İzmir,97.29
2025-04-09,Tatlı,Dondurma,68.22,5,Mağaza,İstanbul,341.1
2025-06-13,Atıştırmalık,Kurabiye,28.81,2,Online,Ankara,57.62
2025-07-03,İçecek,Limonata,36.54,2,Online,İstanbul,73.08
2025-03-29,Atıştırmalık,Sandviç,60.23,2,Mağaza,Ankara,120.46
2025-04-19,Tatlı,Tiramisu,122.83,3,Online,İstanbul,368.49
2024-12-20,Atıştırmalık,Tost,62.55,3,Online,İstanbul,187.65
2024-12-05,İçecek,Soğuk Kahve,57.37,3,Mağaza,İstanbul,172.11
2025-01-06,Yemek,Burger,156.89,3,Online,Ankara,470.67
2025-05-15,Yemek,Pizza,180.45,6,Mağaza,Ankara,1082.7
2025-07-10,Atıştırmalık,Tost,58.39,6,Mağaza,İstanbul,350.34
2025-04-16,İçecek,Limonata,38.84,3,Mağaza,Ankara,116.52
2025-07-14,Yemek,Pizza,193.09,5,Mağaza,Bursa,965.45
2025-01-22,Atıştırmalık,Kurabiye,34.04,5,Mağaza,İstanbul,170.2
2025-05-21,Atıştırmalık,Tost,67.92,6,Online,İzmir,407.52
2025-03-09,İçecek,Limonata,33.76,3,Online,İzmir,101.28
2025-08-01,Tatlı,Dondurma,59.05,6,Online,İstanbul,354.3
2025-02-24,Atıştırmalık,Muffin,35.22,2,Mağaza,İstanbul,70.44
2025-03-18,Tatlı,Tiramisu,115.3,3,Online,Ankara,345.9
2024-12-24,Tatlı,Cheesecake,91.14,2,Mağaza,İzmir,182.28
2025-02-19,Yemek,Pizza,195.45,1,Mağaza,İstanbul,195.45
2025-06-20,Tatlı,Tiramisu,97.51,4,Mağaza,Antalya,390.04
2025-05-07,İçecek,Soğuk Kahve,48.67,1,Mağaza,İzmir,48.67
2025-03-30,Yemek,Burger,127.59,1,Mağaza,İstanbul,127.59
2025-01-28,Yemek,Salata,105.03,5,Mağaza,İstanbul,525.15
2025-07-26,Yemek,Makarna,134.68,4,Online,İstanbul,538.72
2025-07-03,Atıştırmalık,Kurabiye,26.83,5,Online,Ankara,134.15
2025-04-07,Atıştırmalık,Sandviç,62.86,2,Online,Ankara,125.72
2025-07-12,Tatlı,Dondurma,51.26,6,Mağaza,İzmir,307.56
2025-06-27,Yemek,Salata,130.16,2,Online,İzmir,260.32
2025-03-24,Yemek,Pizza,196.86,4,Online,İstanbul,787.44
2025-03-25,İçecek,Limonata,31.45,2,Mağaza,Ankara,62.9
2025-06-27,Tatlı,Dondurma,64.31,2,Online,İstanbul,128.62
2024-12-14,İçecek,Kahve,44.1,2,Mağaza,İstanbul,88.2
2024-12-09,Tatlı,Cheesecake,87.58,4,Mağaza,İzmir,350.32
2025-01-09,Tatlı,Dondurma,62.18,4,Mağaza,İstanbul,248.72
2025-06-12,Atıştırmalık,Sandviç,63.25,2,Mağaza,İzmir,126.5
2025-07-25,Atıştırmalık,Muffin,40.93,2,Online,Antalya,81.86
2024-12-25,İçecek,Çay,17.29,1,Mağaza,Ankara,17.29
2025-03-13,Tatlı,Cheesecake,108.09,5,Mağaza,İstanbul,540.45
2025-06-19,Yemek,Makarna,113.3,1,Online,İstanbul,113.3
2024-12-22,Atıştırmalık,Muffin,38.91,4,Online,İstanbul,155.64
2025-07-23,Yemek,Salata,134.48,3,Mağaza,Ankara,403.44
2025-07-26,İçecek,Kahve,38.41,1,Mağaza,İzmir,38.41
2024-12-04,Atıştırmalık,Sandviç,69.97,4,Mağaza,Ankara,279.88
2025-05-03,Atıştırmalık,Tost,57.3,1,Mağaza,İzmir,57.3
2025-06-04,Tatlı,Tiramisu,112.65,5,Mağaza,İzmir,563.25
2024-12-29,İçecek,Soğuk Kahve,50.47,3,Mağaza,Bursa,151.41
2025-03-19,Tatlı,Dondurma,52.17,5,Online,İstanbul,260.85
2025-03-08,Atıştırmalık,Kurabiye,31.13,3,Online,Bursa,93.39
2025-07-03,İçecek,Çay,19.5,3,Mağaza,İzmir,58.5
2025-01-06,Atıştırmalık,Kurabiye,31.1,1,Mağaza,İstanbul,31.1
2025-02-13,İçecek,Kahve,41.09,1,Mağaza,Antalya,41.09
2025-02-08,Atıştırmalık,Tost,57.1,2,Mağaza,Antalya,114.2
2025-04-25,Yemek,Pizza,183.33,3,Mağaza,Ankara,549.99
2025-04-07,Yemek,Burger,143.91,5,Mağaza,İzmir,719.55
2025-02-23,Tatlı,Cheesecake,91.36,1,Mağaza,İstanbul,91.36
2025-01-11,Yemek,Pizza,168.12,4,Mağaza,İstanbul,672.48
2025-03-10,Atıştırmalık,Kurabiye,27.96,4,Mağaza,İstanbul,111.84
2025-01-10,Atıştırmalık,Muffin,34.29,1,Mağaza,Ankara,34.29
2025-05-15,Yemek,Pizza,170.57,2,Mağaza,Ankara,341.14
2025-01-03,Tatlı,Dondurma,54.59,4,Mağaza,İstanbul,218.36
2024-12-17,Yemek,Pizza,187.23,5,Mağaza,İzmir,936.15
2025-05-14,İçecek,Çay,20.41,3,Mağaza,İstanbul,61.23
2025-05-02,İçecek,Soğuk Kahve,53.06,1,Mağaza,İstanbul,53.06
2025-07-18,İçecek,Çay,18.95,1,Mağaza,İstanbul,18.95
2025-04-01,Yemek,Pizza,165.83,3,Mağaza,İstanbul,497.49
2025-02-14,Yemek,Salata,121.28,2,Online,İstanbul,242.56
2025-02-25,Yemek,Salata,135.08,5,Mağaza,İstanbul,675.4
2025-03-27,İçecek,Soğuk Kahve,58.06,3,Mağaza,İstanbul,174.18
2025-03-16,Tatlı,Tiramisu,118.07,6,Online,İstanbul,708.42
2025-02-24,Atıştırmalık,Kurabiye,33.01,1,Online,İstanbul,33.01
2025-07-01,Yemek,Salata,114.66,2,Mağaza,Bursa,229.32
2024-12-27,Tatlı,Cheesecake,82.54,3,Online,İstanbul,247.62
2025-01-26,Atıştırmalık,Sandviç,72.57,6,Mağaza,İzmir,435.42
2024-12-31,Atıştırmalık,Sandviç,63.46,5,Online,İstanbul,317.3
2025-04-13,Atıştırmalık,Muffin,38.79,6,Mağaza,İstanbul,232.74
2025-07-07,Tatlı,Dondurma,64.31,3,Online,İstanbul,192.93
2025-05-17,Tatlı,Cheesecake,103.08,6,Online,Antalya,618.48
2025-03-08,İçecek,Kahve,42.32,1,Mağaza,İstanbul,42.32
2024-12-12,Tatlı,Tiramisu,110.41,6,Online,İzmir,662.46
2025-07-25,Tatlı,Dondurma,62.18,5,Mağaza,Ankara,310.9
2025-01-22,Tatlı,Dondurma,65.75,5,Mağaza,İstanbul,328.75
2025-06-17,Atıştırmalık,Sandviç,75.49,1,Mağaza,Antalya,75.49
2025-04-17,Yemek,Burger,160.49,4,Online,İstanbul,641.96
2025-05-22,İçecek,Soğuk Kahve,46.88,3,Mağaza,İstanbul,140.64
2025-04-24,Yemek,Salata,117.75,1,Mağaza,İstanbul,117.75
2025-05-03,Yemek,Makarna,120.49,3,Mağaza,İstanbul,361.47
2025-07-01,Tatlı,Tiramisu,97.46,6,Mağaza,İstanbul,584.76
2025-07-08,İçecek,Soğuk Kahve,61.79,1,Mağaza,Ankara,61.79
2025-06-08,Yemek,Burger,160.91,6,Online,İstanbul,965.46
2025-04-01,Yemek,Salata,108.5,5,Online,Ankara,542.5
2025-01-15,İçecek,Limonata,30.15,1,Mağaza,İstanbul,30.15
2025-02-02,Tatlı,Tiramisu,102.58,1,Mağaza,Antalya,102.58
2025-04-09,Yemek,Pizza,198.08,1,Mağaza,İstanbul,198.08
2025-01-23,Atıştırmalık,Sandviç,65.67,3,Mağaza,İzmir,197.01
2025-03-17,Yemek,Burger,121.39,1,Mağaza,İzmir,121.39
2025-06-11,Atıştırmalık,Sandviç,60.6,1,Mağaza,İstanbul,60.6
2025-01-20,Tatlı,Dondurma,58.69,4,Mağaza,İstanbul,234.76
2025-05-30,Yemek,Burger,158.14,2,Mağaza,İstanbul,316.28
2025-01-05,İçecek,Soğuk Kahve,51.47,3,Online,İstanbul,154.41
2025-03-25,İçecek,Limonata,34.24,2,Online,İstanbul,68.48
2024-12-26,Yemek,Burger,123.28,3,Mağaza,İzmir,369.84
2024-12-29,Tatlı,Tiramisu,109.79,6,Mağaza,İstanbul,658.74
2025-04-28,Tatlı,Tiramisu,116.49,5,Mağaza,Ankara,582.45
2024-12-11,İçecek,Soğuk Kahve,51.22,2,Online,İstanbul,102.44
2025-01-09,Yemek,Salata,112.68,1,Mağaza,Bursa,112.68
2024-12-11,Tatlı,Tiramisu,121.29,6,Online,İstanbul,727.74
2025-05-13,İçecek,Limonata,29.86,3,Mağaza,İstanbul,89.58
2025-03-23,Atıştırmalık,Muffin,39.56,4,Mağaza,İstanbul,158.24
2025-06-05,Yemek,Pizza,174.27,2,Mağaza,İstanbul,348.54
2025-01-08,Atıştırmalık,Muffin,35.7,4,Mağaza,İzmir,142.8
2025-07-20,Atıştırmalık,Kurabiye,31.42,3,Mağaza,İzmir,94.26
2025-07-15,Tatlı,Cheesecake,104.54,6,Mağaza,İzmir,627.24
2025-01-23,Tatlı,Cheesecake,96.66,1,Online,Ankara,96.66
2025-03-08,Tatlı,Tiramisu,94.53,4,Mağaza,Antalya,378.12
2025-01-24,Yemek,Pizza,177.92,2,Mağaza,Ankara,355.84
2025-03-21,Atıştırmalık,Kurabiye,29.66,3,Mağaza,İstanbul,88.98
2025-05-01,Yemek,Pizza,182.37,4,Mağaza,İstanbul,729.48
2025-04-29,Tatlı,Cheesecake,99.87,1,Mağaza,İstanbul,99.87
2025-02-07,Atıştırmalık,Muffin,32.52,2,Mağaza,Ankara,65.04
2025-01-25,Yemek,Salata,120.07,1,Mağaza,İstanbul,120.07
2025-01-02,Yemek,Burger,143.71,1,Mağaza,Ankara,143.71
2025-01-05,İçecek,Soğuk Kahve,52.42,2,Mağaza,İstanbul,104.84
2025-07-27,Yemek,Salata,126.06,2,Mağaza,İzmir,252.12
2025-04-27,Tatlı,Cheesecake,87.25,5,Online,Antalya,436.25
2025-06-29,Yemek,Makarna,122.88,1,Mağaza,İstanbul,122.88
2025-07-15,Atıştırmalık,Muffin,43.28,2,Online,İzmir,86.56
2025-08-01,Yemek,Pizza,171.8,1,Mağaza,Bursa,171.8
2025-07-23,İçecek,Çay,19.08,1,Mağaza,Antalya,19.08
2025-02-19,Atıştırmalık,Tost,61.72,4,Mağaza,İstanbul,246.88
2025-06-08,Atıştırmalık,Kurabiye,34.24,2,Mağaza,İzmir,68.48
2025-03-19,İçecek,Soğuk Kahve,62.97,1,Mağaza,İstanbul,62.97
2025-07-23,Tatlı,Cheesecake,97.27,5,Mağaza,Ankara,486.35
2025-07-14,Atıştırmalık,Sandviç,59.52,4,Mağaza,İzmir,238.08
2025-06-19,Tatlı,Dondurma,67.21,3,Mağaza,İzmir,201.63
2025-05-03,Atıştırmalık,Tost,61.26,5,Online,İstanbul,306.3
2025-06-12,Atıştırmalık,Muffin,36.47,4,Online,İzmir,145.88
2025-02-11,Tatlı,Dondurma,65.93,5,Mağaza,İstanbul,329.65
2025-06-19,Atıştırmalık,Sandviç,67.9,6,Mağaza,İstanbul,407.4
2025-01-09,Tatlı,Dondurma,51.61,1,Mağaza,Ankara,51.61
2024-12-17,İçecek,Çay,21.93,1,Mağaza,Bursa,21.93
2025-04-08,Tatlı,Dondurma,60.83,4,Online,Antalya,243.32
2025-07-05,İçecek,Soğuk Kahve,52.33,2,Mağaza,İzmir,104.66
2025-01-30,Atıştırmalık,Kurabiye,27.76,1,Mağaza,İstanbul,27.76
2025-05-20,Tatlı,Cheesecake,97.67,4,Mağaza,İstanbul,390.68
2025-03-14,Atıştırmalık,Tost,54.74,4,Online,İstanbul,218.96
2025-01-11,Tatlı,Tiramisu,104.19,6,Mağaza,İstanbul,625.14
2024-12-25,İçecek,Soğuk Kahve,57.25,2,Mağaza,İstanbul,114.5
2025-01-08,İçecek,Çay,22.29,1,Mağaza,İstanbul,22.29
2025-01-04,Tatlı,Tiramisu,111.09,4,Mağaza,İstanbul,444.36
2025-04-10,İçecek,Kahve,48.5,1,Mağaza,Bursa,48.5
2025-07-30,Atıştırmalık,Sandviç,75.52,4,Online,Ankara,302.08
2025-07-17,Atıştırmalık,Tost,62.96,1,Mağaza,İzmir,62.96
2025-03-18,Yemek,Makarna,120.09,6,Online,İstanbul,720.54
2025-05-21,İçecek,Kahve,49.95,3,Mağaza,İstanbul,149.85
2025-05-28,Atıştırmalık,Sandviç,68.66,5,Mağaza,İstanbul,343.3
2025-07-10,Tatlı,Dondurma,51.8,6,Online,İstanbul,310.8
2025-03-12,İçecek,Kahve,41.55,1,Mağaza,Ankara,41.55
2025-03-08,Atıştırmalık,Tost,64.78,5,Online,Ankara,323.9
2024-12-12,İçecek,Çay,17.41,2,Online,İzmir,34.82
2024-12-19,Tatlı,Cheesecake,84.95,3,Mağaza,Bursa,254.85
2025-03-11,Atıştırmalık,Muffin,40.21,1,Online,Ankara,40.21
2025-01-13,Yemek,Salata,134.13,3,Online,İstanbul,402.39
2025-06-05,Yemek,Salata,124.81,2,Mağaza,Antalya,249.62
2025-01-18,İçecek,Çay,18.33,1,Mağaza,İzmir,18.33
2025-06-07,Tatlı,Cheesecake,82.27,6,Mağaza,Ankara,493.62
